story,caption
"Para pemuda tersebut lari berhamburan ke segala arah, mencari tempat bersembunyi. Luh Ayu Manik melihat sendiri wajah raksasa itu memang betul menyeramkan. Raksasa itu setinggi ogoh-ogoh, tapi seluruh badannya ditutupi plastik, busa, dan botol plastik. Matanya menyala seperti api dan lidahnya panjang sekali hingga menyentuh tanah. Taringnya panjang, runcing dan tajam. Melihat situasi itu, Luh Ayu Manik lalu menyuruh Putu Nita bersembunyi di balik semak-semak. Lalu Luh Ayu Manik mencari tempat bersembunyi untuk berubah wujud bermahkota dan berpakaian serba emas Luh Ayu Manik Mas.",a woman in a red outfit is standing in front of a monster like creature
"Raksasa mengerikan itu menyemburkan api pada segala benda yang dilihatnya. Raksasa itu menghanguskan tanaman dan bumi berguncang saat ia tiba-tiba maju mendekati para pemuda tadi. Bergegas Luh Ayu Manik Mas mengeluarkan senjata pedang yang bisa menyemprotkan air dan mematikan api. Para pemuda itu semuanya ketakutan dan hanya bisa menyaksikan. Saat api berhasil dipadamkan, raksasa dari plastik itu meraung, Argh, kalian manusia semua sama saja! Kalian membuang sampah sembarangan di sungai keramat ini. Lihatlah akibat dari perbuatan kalian sendiri! Setelah hari ini, kalian harus merawat sungai ini agar tetap bersih dan bebas polusi. Sekarang, bersihkan tempat ini, cepat!",a picture taken from a comic book of a woman in a yellow caper
"Kemudian raksasa plastik bermata merah tersebut hilang di kegelapan malam. Luh Ayu Manik Mas segera berubah wujud kembali menjadi Luh Ayu Manik dan memanggil temannya, Putu Nita. Mereka berdua langsung pulang dan memberitahukan kejadian itu kepada orang tuanya.",group of schoolgirls with a trophy
"Esok lusanya, pada hari Ngembak Geni, Luh Ayu Manik memanggil semua temannya untuk bersama-sama membersihkan sungai. Mereka tidak akan membiarkan raksasa itu kembali lagi.",a woman in a red and gold costume is standing in front of a giant rock
"Modeled after traditional Indonesian shadow puppet storytellers and co-developed with the community and a team of local artists, our digital schoolgirl/superhero will have conversations with children, environmental experts, elders and others around environmental and social issues. Luh Ayu Manik  an 8t h grade schoolgirl from Bali who incarnates into Luh Ayu Manik Mas -- is a courageous, agile, fast and strong Indonesian superhero who uses her powers to help sustain the natural and cultural environment of Indonesia. This book was made in partnership with BASAbali. BASAbali is a collaboration of linguists, anthropologists, students, and laypeople, from within and outside of Bali, who are collaborating to keep Balinese strong and sustainable. For more info, visit www.basabali.org",a woman in a crown of a dress with a crown on her head
KELINCI KETAKUTAN,a yellow sun shining brightly colored sun shining brightly yellow sun shining brightly yellow sun shining brightly yellow sun
"Suatu pagi, burung-burung berkicau dan saling bersahutan untuk mencari makan di sudut hutan.",dog and a cat on a sunny day
"Di sana, berdiri sebatang pohon besar yang sarat dengan buah-buahan ranum  yang harum.",a  bunny rabbit with carrots and carrots
"Seekor kelinci kecil sedang bermalas-malasan di bawah naungan pepohonan. Tiba-tiba, terdengar suara aneh ""Gedebuk! Gedebuk!""",picture of a bird in a tree with a bird in the background
"Terkejut, Kelinci Kecil melompat seperti pegas. Dia langsung lari tunggang langgang ketakutan.",rabbit with a smile on his face
"Kelinci Kecil berlari sambil berteriak.Langit telah runtuh, langit telah runtuh!""",rabbit with a hat on a skateboard
"Sapi yang sedang merumput di dekatnya, ketakutan dengan berita itu dan mulai berlari bersama Kelinci.",cartoonish cowgirl cowgirl cowgirl cowgirl cowgirl cowgirl cowgirl cowgirl cow
Kelinci dan Sapi berlari sambil berteriak. Kita akan segera mati. Langit telah runtuh.,cartoonish a cowgirl and a bunny rabbit in a field
"Babi yang sedang tidur mendengkur, terbangun karena teriakan-teriakan itu.",cartoonish piggygy piggy piggy piggy piggy piggy piggy piggy
Sapi terengah-engah saat memberitahu Babi. Langit sedang runtuh. Sebaiknya kamu lari sekarang!,cartoonish cowgirls are having fun with their toys
Kelinci dengan tersengal juga menambahi. Langit telah runtuh! Selamatkan hidupmu!, character with a sunflower and a bunny
"Tak bertanya apa pun saking takutnya, Babi turut berlari bersama Sapi dan Kelinci.",character with a surprised expression on a y picture
Ketiganya berbondong untuk menemui Pimpinan Kelinci dan bergegas untuk mengabarkan tentang apa yang terjadi.,cartoonish cat with a funny face and a speech bubble bubble
"Ragu tentang apa yang dia dengar, Pimpinan Kelinci meminta Kelinci Kecil untuk membawanya ke tempat dimana langit telah runtuh.",cartoonish a rabbit in a colorful outfit with a rabbit
"Kelinci Kecil terlalu takut untuk membawanya ke sana. Sapi dan Babi juga mencoba saling melempar tugas. Pimpinan Kelinci menjadi sangat murka. Karena terus menunggu tanpa ada yang mau memandu, dia menuju ke sana sendirian.",rabbit in a chair with a bunny on it
"Kelinci, Sapi, dan Babi mengikutinya dengan ketakutan. Ketika mereka tiba, mereka menemukan segala sesuatu di sana masih normal seperti biasanya, kecuali banyaknya buah-buahan yang jatuh tak terhitung tergeletak di sekitar pohon.",bear with a baby bear in a tree stump and apples
"Sebuah buah jatuh di kepala Kelinci Kecil. Setelah itu, barulah si Kelinci Kecil tiba-tiba mengerti apa yang telah terjadi sebelumnya. Dia sangat tersipu dengan kedunguannya. Sapi dan Babi juga merasa malu karena mudah terkecoh, ketakutan yang sia-sia, dan lari-lari konyol yang melelahkan.",characters of a dog and a cat are playing with a ball
Berkali-kali Mora melirik jam dinding. Cepat! Cepat! Selesaikan semua pekerjaan. Dia harus segera berangkat ke tempat latihan. Jangan sampai terlambat lagi.,a woman sitting on a couch with a cat on the couch
Hore  selesai! Cuci piring adalah tugas terakhir hari ini. Saatnya Mora ke lapangan! Namun .,a woman in a kitchen with a cat and a cat
"Haaa, mengapa jadi begini? Mora kesal. Dilihatnya tank, helikopter, dan tentara mainan kembali berserakan.",girl in a room with a chair and a table
"Kamar Togi dan Roma, adik kembarnya, tak kalah berantakan. Baju kotor juga keluar dari keranjang. Uh, Mora mengentakkan kaki.",a girl in a red shirt is holding a dishwasher
Buru-buru Mora menyambar barang-barang yang berantakan. Dia mengumpulkan semuanya ke dalam keranjang. Nanti saja dia rapikan sepulang berlatih.,a woman playing checkered checkered checkered blanket
"Ya ampun, sudah hampir pukul tiga! Mora berpamitan kepada Ibu. Lagi-lagi dia harus berlari cepat.",a group of children playing soccer on a field
"Bruk  aaaw! Jalanan yang licin membuat Mora terpeleset. Lututnya perih sekali. Meski begitu, dia harus kembali berlari.",a woman in a red dress is holding a bottle of water
Kekhawatiran Mora terbukti. Dia terlambat lagi. Teman-temannya sudah selesai pemanasan. Saat menggiring bola pun Mora tidak berkonsentrasi. Berkali-kali bola lolos dari kakinya.,illustrations of a girl with a soccer ball and a soccer ball
"Kejadian ini tak boleh terulang lagi. Bagaimana, ya, supaya si kembar ikut merapikan rumah? Yang mereka pikirkan hanya bermain tentara-tentaraan. Eh, tentara?",a  character from the animated animated animated film
"Harus ada rencana cerdik untuk dua tentara kecil itu pikir Mora. Togi, Roma. Kalian mau jadi tentara? Mora mulai melaksanakan taktiknya. Si kembar langsung berseru, Mau! Mau!",a  character with a backpacker on a skateboard
"Siap, gerak! Mora memberi aba-aba. Si kembar segera bangkit. Pasukan! Latihan pertama adalah mandiri. Bangun tidur, lipat selimut, dan rapikan tempat tidur. Sen-di-ri. Kerjakan!",girl playing guitar and singing to a song
"Si kembar bergerak tegap sambil saling bersahutan, Bentangkan selimut. Maju satu langkah. Hap  hap  lipat! Mora menahan tawa melihatnya.",a woman sitting on a bed with a child on her back
"Latihan berikutnya adalah tangkas! Dalam waktu sepuluh menit, rapikan mainan. Siap? Kakak hitung, ya. Mulai!",girl with a stethoscopent and a stethoscope on her phone
Si kembar kembali beraksi. Mainan dibereskan tepat waktu. Berhasil!,a ish a man and woman playing chess
"Eh, ada kue di dalam keranjang! Roma dan Togi berseru. Kejutan! Itu hadiah buat pasukan yang tangkas, sahut Mora. Terima kasih, Kak!",a person holding a basket with a basket of bread
"Setelah beristirahat singkat, tibalah tantangan berikutnya, cermat! Usir debu dan kotoran pengganggu! Jangan sampai ada yang tertinggal. Siap. Laksanakan! sahut si kembar.",a  character of a woman in a red shirt and green pants
"Wow, kamar dan ruang tamu kini bersih tanpa noda.",a woman in a room with a guitar and a guitar
"Latihan tentara si kembar berlangsung setiap hari. Mereka hafal urutan tugas dengan kode mandiri, tangkas, dan cermat. Si kembar gembira menjadi tentara. Mora lega, tugasnya kini lebih ringan.",illustrations of a woman in a green dress and a man in a green shirt
"Wah, kini Mora bisa datang ke lapangan tepat waktu. Dia tidak akan terlambat lagi.",girl in a white dress and red shoes standing in front of a door
"Oh, mengapa Togi dan Roma menunggu di depan kamar Mora? Kalian mau ke mana? Kami ikut Kakak ke lapangan. Kami ingin berlatih kuat! sahut mereka bersemangat.",a girl in a basketball uniform is playing with a soccer ball
Tunggu. Pimpinan pasukan harus melakukan pemeriksaan terlebih dahulu. Hebat! Rapi sekali!,a woman in a green dress and a man in a green hat
"Terima kasih, Pasukan. Ingat, pamit dulu baru berangkat. Laksanakan! Siap!",girl in a soccer uniform is playing soccer in a stadium
"Di lapangan, Mora menggiring bola dengan lincah. Dia juga bersemangat, ada tentara kembarnya di sisi lapangan.",woman in a school uniform talking on her cell phone
"Ibu terlambat menjemput Luh Ayu Manik hari itu. Jadinya, ia duduk-duduk di lantai pos satpam sekolah, sambil memainkan gawainya. Sesekali ia tertawa, kemudian terlihat serius kembali.  Tak lama berselang dia melonjak berdiri sebelum kembali duduk. Ibunya yang bermata pencaharian sebagai pedagang canang dan banten itu terkadang sangat sibuk dan belum juga datang menjemputnya.  Luh Ayu Manik sering minta untuk membawa sendiri motor ke sekolah agar ia tidak perlu menunggu. Namun, ibu tidak mengizinkannya. Luh Ayu Manik kemudian melihat ke dalam tas sekolahnya. Di dalamnya ada majalah remaja dan beberapa buku dari pameran seni yang dikunjunginya beberapa waktu lalu. Ia sempat berpikir untuk mengeluarkan dan melihat isi buku-buku tersebut sembari menunggu. Namun, diurungkannya niatnya tersebut. Luh Ayu Manik memutuskan untuk tetap bermain gawai saja.  Toh juga masih banyak ilmu dan buku daring, pikirnya.",woman sitting on a bench in a school uniform
"Akhirnya, Luh Ayu Manik menelepon ibunya, Ibu di mana? Kenapa belum juga datang menjemput saya? Ibunya menjawab, Tunggu sebentar, Nak, Ibu masih sibuk berjualan. Luh Ayu Manik menanyakan jika ia boleh pulang dengan menumpang ojek online (ojol). Ibu mengizinkannya.  Ibunya mengingatkan, Jika ojol itu lelaki, janganlah kamu memeluk pinggangnya, dan pastikan untuk meletakkan tas gendongmu di antara punggung ojol dan dadamu. Luh Ayu Manik menyeringai lalu berkata, Siap Komandaaan! sebelum menutup telepon.",a woman in a brown dress and a man in a brown outfit
"Tidak berselang lama, ojol yang dipesannya datang. Luh Ayu Manik pun naik ke motor ojol tersebut. Sambil melaju perlahan, pengemudi ojol menanyakan alamat tepat tujuannya dan Luh Ayu Manik memberikannya. Beberapa menit kemudian pengemudi ojol menghentikan motornya. Karena memakai helm, Luh Ayu Manik tidak mendengar suara-suara keras berteriak di jalanan yang ramai.  Ada turis yang dijambret tasnya dan bule itu berteriak minta tolong.",man and woman riding on a scooter
"Help,  help, please! bule  itu  berteriak-teriak  kebingungan  sembari  menoleh ke sana kemari minta  tolong. Dari boncengan motor, Luh Ayu Manik melihat si penjambret melarikan diri. Ia tahu bagaimana agar ia bisa menolong, dengan menjadi Luh Ayu Manik Mas!  Luh Ayu Manik meminta pengemudi ojol yang ditumpanginya untuk berhenti. Segera sesudahnya ia berubah wujud dalam mahkota dan busana emas istimewanya. Tanpa kesulitan ia menangkap si penjambret dan merobohkannya ke tanah. Lalu lintas pun macet dan banyak orang berhenti untuk menontonnya melawan penjambret di tengah jalan.",cartoonish comics style a man riding a motorcycle
"Berkat kesaktiannya, Luh Ayu Manik Mas berhasil mengalahkan penjambret itu.  Si penjambret berguling-guling di jalan dan memohon ampun. Banyak orang di jalan menggerutu. Karena perilaku seperti inilah maka nama baik Bali jadi ternoda! kata mereka.  Si penjambret gemetar ketakutan, lalu ia mengembalikan tas milik turis tersebut. Ia lalu ditangkap polisi.",of a man in a yellow shirt is riding a motorcycle
"Luh Ayu Manik Mas mengembalikan tas milik turis tersebut. Ia tersenyum dan lalu mereka berjabat tangan. Turis tersebut mengucapkan terima kasih pada Luh Ayu Manik Mas dan menanyakan namanya. You are welcome, my name is Luh Ayu Manik Mas. Sebagai rasa terima kasih, bule tersebut memberikan sebuah buku yang sangat bagus kepada Luh Ayu Manik Mas.",a  man and woman in a red dress
"Luh Ayu Manik Mas pamit, lalu dengan cepat berganti wujud sebelum ia kembali ke ojol yang ditumpanginya tadi. Sesampainya di rumah, ia melihat ibunya juga baru tiba. Setelah membayar ojol, ia mengikuti ibunya masuk ke dalam. Rumahnya tidaklah luas, tetapi di rumah itu ada kamar yang ia namakan Kamar 21. Ini semacam perpustakaan yang berisi berbagai buku bacaan, buku pelajaran, termasuk komputer paling canggih yang biasa ia gunakan mengunduh buku-buku daring. Ia meletakkan buku yang diberikan bule tadi di lemari bukunya.",of a woman in a library with a bookcase and a computer
"Setelah berganti pakaian, Luh Ayu Manik menuju dapur tempat ibu menunggunya. Ia mengambil nasi dan lauk lalu makan sembari mengobrol dengan ibunya. Ia menceritakan niatnya untuk ikut ibunya ke pasar esok hari.  Ibunya mengangguk sebagai tanda menyetujuinya. Sehabis makan siang, Luh Ayu Manik kembali ke Kamar 21 untuk belajar.",of a woman sitting at a desk with a lot of paperwork
"Selain buku-buku dan sebuah komputer, di Kamar 21 juga ada lontar-lontar yang diwariskan leluhurnya kepada Luh Ayu Manik. Hari ini ia ingin membaca buku yang diberikan bule yang diselamatkannya tadi.  Buku tebal itu ensiklopedia berbagai negara yang ada di dunia. Luh Ayu Manik membuka buku tersebut dan halaman pertama yang ia lihat adalah tentang negara Belanda.  Lalu dibukanya lagi halaman-halaman lainnya sampai tiba di halaman tiga puluh tiga yang menceritakan tentang negara Inggris.  Ia berharap suatu saat nanti ia mendapat kesempatan mengunjungi berbagai negara yang ada di buku itu",of a man and woman eating food in a kitchen
"Mata Luh Ayu Manik perlahan terasa berat. Tidak terasa ia telah tertidur dengan tangan melekap, menyangga kepalanya yang terkulai di atas meja. Seseorang memanggilnya dari luar. Namun, tidak terdengar olehnya karena ia tertidur pulas. Ibunya lalu mendatangi dan dilihatnya teman-teman Luh Ayu Manik datang berkunjung. Wah, ada Ayu Kinandari, Wayan,  dan Made! Ayo masuk!  Luh Ayu Manik masih belajar di kamarnya. Tunggu sebentar di sini, ya. Sebentar lagi ia ke luar. Akan tetapi, daripada menunggu, teman-temannya ini malah ingin mengusilinya. Ketiga temannya ini menyelinap masuk ke kamar 21 untuk mengejutkan Luh Ayu Manik. Punggung Luh Ayu Manik ditepuk Wayan.",group of people standing around a woman
"Hei Ayu, bangun, bangun! katanya. Namun, Luh Ayu Manik tertidur sangat lelap sehingga Wayan kembali menepuk punggungnya. Bangun, bangun.  Luh Ayu Manik baru merasa ada orang yang menepuk punggungnya. Ia lalu duduk dan mengusap-usap matanya.  Luh Ayu Manik kaget melihat teman-temannya berdiri di hadapannya.",of a woman standing in front of a bookcase with a cell phone
"Luh Ayu Manik menunjukkan ensiklopedia yang didapatnya. Mereka semua duduk dan membacanya bersama. Beberapa saat kemudian, Wayan mengambil buku lain yang ada di rak paling atas. Buku tersebut tertutup debu, robek, dan terlihat tidak pernah dibaca.  Luh Ayu Manik dan teman-temannya ingin melihat isi buku tersebut. Namun, saat membukanya, mereka lihat buku tersebut berisi gambar-gambar seram dan aksara suci Bali. Mereka berempat terlalu takut untuk membacanya dan memutuskan meletakkan kembali buku tersebut.",of a man holding a red book and pointing at a woman
